id;name;taxId;gender;dateOfBirth;status;externalCode;isEnriched;enrichedAt;enrichedBy;createdAt;createdBy;updatedAt;updatedBy;phone;email;lastOrderDate
796;Leonardo Martins;693.270.514-16;F;1960-07-03;2;;False;;;2025-07-30T02:12:33;matteomacedo;2025-07-30T02:12:33;matteomacedo;5507163216289;leonardo8@gmail.com;
797;Camila Duarte;283.157.064-62;F;1998-04-08;1;;False;;;2024-12-03T01:54:47;evelyngarcia;2024-12-03T01:54:47;evelyngarcia;5506189881548;camila80@bol.com.br;2025-11-09T13:58:31
798;Sra. Lavínia Cunha;270.835.196-68;;1973-12-07;2;;False;;;2025-05-10T12:33:45;juliana54;2025-05-10T12:33:45;juliana54;3152076336;sra.14@ig.com.br;
799;Luiz Felipe Fernandes;10.872.549/0001-20;F;2003-07-14;1;;True;2025-09-17T11:34:49;leo56;2025-05-27T17:55:47;daniloda-paz;2025-05-27T17:55:47;daniloda-paz;8006473053;luiz29@gmail.com;2025-07-27T13:40:28
800;Isis Araújo;792.508.413-88;M;1976-03-02;1;UVTR4337;False;;;2024-02-26T02:36:16;qviana;2024-02-26T02:36:16;qviana;555118261900;isis64@uol.com.br;2025-11-09T20:57:19
801;Sr. Matteo Melo;62.431.570/0001-93;F;1982-06-29;1;;False;;;2025-09-12T23:28:09;ana-beatrizribeiro;2025-09-12T23:28:09;ana-beatrizribeiro;8105194721;sr.94@gmail.com;2025-09-26T21:17:54
802;Alícia Porto;295.483.067-00;M;1984-08-27;1;;True;2025-08-25T18:29:19;julia09;2024-09-19T09:28:13;fogacagabrielly;2024-09-19T09:28:13;fogacagabrielly;8160276128;alícia19@bol.com.br;2025-10-22T17:28:39
803;Henrique Pinto;805.632.791-68;M;1969-12-06;2;RXTO2866;True;2025-11-05T12:36:39;jpacheco;2025-10-11T15:11:12;nicolebrito;2025-10-11T15:11:12;nicolebrito;3000239353;henrique30@yahoo.com.br;
804;Lorenzo Pires;781.362.405-07;O;1991-08-28;2;;True;2025-02-22T10:46:00;jalbuquerque;2024-11-19T05:07:52;luigi62;2024-11-19T05:07:52;luigi62;6156679052;lorenzo66@ig.com.br;2024-11-23T21:49:18
805;Gabriela Guerra;73.291.640/0001-71;M;1953-12-20;1;KSZN1993;True;2025-11-19T20:57:29;lorenaguerra;2025-10-07T05:05:20;nogueiralevi;2025-10-07T05:05:20;nogueiralevi;5502140151835;gabriela7@bol.com.br;2025-10-27T13:57:22
806;Maria Júlia Alves;392.087.461-78;F;1991-07-17;1;QZQI0916;True;2025-01-08T11:37:04;gmachado;2024-11-20T02:39:01;gpimenta;2024-11-20T02:39:01;gpimenta;5508441348973;maria92@gmail.com;2025-11-12T14:22:34
807;Luan Gonçalves;645.913.027-25;M;1981-05-01;2;ODVP8679;False;;;2025-11-08T05:06:00;npires;2025-11-08T05:06:00;npires;6153290611;luan5@uol.com.br;
808;Lara Cunha;67.958.120/0001-77;M;2005-04-11;2;XKXN3127;True;2025-09-10T13:02:19;nicolas84;2025-01-28T12:33:00;daniela52;2025-01-28T12:33:00;daniela52;557167220530;lara76@bol.com.br;
809;Isabella da Paz;508.423.197-60;F;1962-02-23;1;OKWA3407;True;2025-07-25T19:47:45;vjesus;2025-01-19T20:41:44;omendonca;2025-01-19T20:41:44;omendonca;6131634074;isabella79@uol.com.br;2025-11-12T17:45:36
810;Bryan Rocha;237.950.846-10;F;1962-03-14;1;;False;;;2024-01-10T11:04:19;isabela77;2024-01-10T11:04:19;isabela77;5190940034;bryan56@yahoo.com.br;2025-08-23T22:35:06
811;Vitor Gabriel da Mota;81.673.590/0001-15;M;2006-05-09;1;TWHQ3496;True;2025-10-10T09:02:06;felipenogueira;2025-06-23T07:54:34;joao-guilhermemendonca;2025-06-23T07:54:34;joao-guilhermemendonca;8002166441;vitor67@bol.com.br;2025-11-20T20:50:08
812;Cecília Andrade;09.467.358/0001-01;F;1954-04-21;1;NEDO8560;True;2025-02-14T11:02:01;castroluiz-otavio;2024-09-08T07:01:16;dda-mata;2024-09-08T07:01:16;dda-mata;5507181953387;cecília68@bol.com.br;2025-06-19T19:15:41
813;Eduardo da Costa;263.947.108-22;M;1989-02-19;2;;True;2025-08-16T04:39:24;yvasconcelos;2025-02-12T20:23:42;rochayasmin;2025-02-12T20:23:42;rochayasmin;5505172994359;eduardo72@yahoo.com.br;2025-04-29T19:18:51
814;Lucas das Neves;68.350.179/0001-40;M;1986-04-01;1;;False;;;2025-02-23T08:53:48;pereirasabrina;2025-02-23T08:53:48;pereirasabrina;5501110942291;lucas17@gmail.com;2025-07-08T20:10:35
815;Luísa da Mota;152.480.936-51;M;2003-10-06;1;;False;;;2025-02-27T04:02:55;zpeixoto;2025-02-27T04:02:55;zpeixoto;8162687596;luísa40@bol.com.br;2025-09-25T19:04:20
816;Letícia Melo;978.156.402-49;M;1970-04-09;1;CNXH3702;False;;;2025-02-11T05:36:22;piresjoao-lucas;2025-02-11T05:36:22;piresjoao-lucas;3000487264;letícia11@gmail.com;2025-07-23T13:18:31
817;Alexandre Lima;19.580.432/0001-47;M;1974-07-17;2;;False;;;2025-02-05T19:16:58;rfarias;2025-02-05T19:16:58;rfarias;8164423633;alexandre96@hotmail.com;
818;Sr. Calebe Ramos;62.415.973/0001-49;O;1990-08-13;2;EZMS9627;True;2025-11-29T21:27:11;zoe94;2025-11-21T11:32:35;hsales;2025-11-21T11:32:35;hsales;5506166741207;sr.36@uol.com.br;
819;Jade da Mota;825.419.763-64;M;1974-07-01;2;MWPJ5600;False;;;2025-04-17T00:14:55;ana-carolinabarros;2025-04-17T00:14:55;ana-carolinabarros;557160274236;jade92@hotmail.com;
820;Thiago Cassiano;914.326.875-73;F;1982-09-24;1;;True;2025-10-03T21:30:51;asafecarvalho;2025-07-13T21:06:17;marcos-viniciuscastro;2025-07-13T21:06:17;marcos-viniciuscastro;2124528101;thiago13@ig.com.br;2025-11-26T22:06:55
821;Anthony Mendes;945.021.786-67;F;1981-04-25;2;;True;2025-06-17T02:51:28;teixeiraheitor;2025-05-06T21:22:29;nicolepereira;2025-05-06T21:22:29;nicolepereira;9000249945;anthony77@ig.com.br;
822;Luiz Fernando Pimenta;631.049.728-69;M;1973-01-16;2;AMRX6337;True;2025-11-27T23:59:25;sferreira;2025-11-11T14:04:24;da-pazbella;2025-11-11T14:04:24;da-pazbella;2198364686;luiz16@ig.com.br;
823;Sra. Maria Julia Correia;10.738.649/0001-68;F;2005-10-20;1;;False;;;2025-09-24T17:56:33;eloah30;2025-09-24T17:56:33;eloah30;5507163714837;sra.89@yahoo.com.br;2025-10-03T19:52:26
824;Vitor Hugo Fogaça;463.829.705-65;F;1997-04-25;1;;True;2025-10-08T22:48:26;abreugabriela;2025-06-29T16:35:02;eandrade;2025-06-29T16:35:02;eandrade;4102772076;vitor10@uol.com.br;2025-11-24T18:54:25
825;Benjamin Andrade;324.069.715-70;M;1982-05-28;1;;True;2025-07-11T05:47:48;rafaelalmeida;2025-05-10T07:40:15;julia16;2025-05-10T07:40:15;julia16;552188673372;benjamin39@yahoo.com.br;2025-07-02T09:29:10
826;Otávio Caldeira;649.287.310-69;F;1996-11-06;2;;True;2025-11-21T18:38:56;maria-juliaporto;2025-10-18T04:07:37;mouratheodoro;2025-10-18T04:07:37;mouratheodoro;553171666600;otávio66@uol.com.br;
827;Sra. Lavínia Andrade;906.421.387-96;M;2002-08-27;2;KKEE7012;True;2025-11-06T12:00:53;da-costamatteo;2025-11-04T18:29:07;caleb54;2025-11-04T18:29:07;caleb54;8002340668;sra.15@gmail.com;
828;Igor Fonseca;641.209.738-40;F;1977-06-18;2;;True;2025-08-24T12:59:37;oborges;2025-07-19T05:51:51;anthony-gabriel36;2025-07-19T05:51:51;anthony-gabriel36;555118880891;igor20@yahoo.com.br;
829;Valentim Costela;075.832.194-50;M;1989-10-31;1;SZEM9372;True;2025-10-12T11:45:57;luaramendonca;2025-02-01T07:14:15;uvargas;2025-02-01T07:14:15;uvargas;9004411845;valentim20@ig.com.br;2025-06-29T21:47:45
830;Agatha Cassiano;32.614.895/0001-40;M;1971-11-07;1;CFZA0131;True;2025-08-17T04:42:25;maria-ceciliagoncalves;2025-01-26T11:01:55;fonsecalivia;2025-01-26T11:01:55;fonsecalivia;8427264084;agatha6@gmail.com;2025-06-14T12:11:16
831;Beatriz Andrade;956.730.241-34;F;1974-08-07;2;;True;2025-09-29T22:24:43;antonyaraujo;2025-09-25T18:10:22;maria-isisda-cunha;2025-09-25T18:10:22;maria-isisda-cunha;551172888504;beatriz86@yahoo.com.br;
832;Dra. Agatha Cardoso;246.071.398-31;F;1996-05-08;1;;False;;;2025-01-19T16:47:46;luiz-fernando42;2025-01-19T16:47:46;luiz-fernando42;8428287460;dra.12@ig.com.br;2025-08-03T13:31:56
833;Liz Câmara;637.524.809-47;F;1956-05-16;1;;False;;;2025-05-27T03:55:32;luisaduarte;2025-05-27T03:55:32;luisaduarte;556170807474;liz74@hotmail.com;2025-08-12T16:14:25
834;Renan Melo;63.745.209/0001-02;F;1961-01-17;2;FQCS3292;True;2025-08-25T00:06:06;qfogaca;2024-08-14T06:47:11;vasconcelosfelipe;2024-08-14T06:47:11;vasconcelosfelipe;9001171003;renan88@yahoo.com.br;2025-05-17T11:55:15
835;Raul Peixoto;506.387.491-66;M;1977-12-08;2;;True;2025-08-05T19:06:18;barbosaraul;2025-04-28T10:34:54;dgoncalves;2025-04-28T10:34:54;dgoncalves;8445647916;raul25@bol.com.br;2025-05-22T10:31:32
836;Kaique Mendes;389.162.574-09;F;1971-09-29;1;;False;;;2024-03-30T09:02:59;andradeleonardo;2024-03-30T09:02:59;andradeleonardo;555101550567;kaique29@hotmail.com;2025-07-28T20:37:36
837;Luiza Aragão;459.260.831-33;F;1998-06-26;1;;False;;;2024-03-24T22:06:15;beatrizgomes;2024-03-24T22:06:15;beatrizgomes;556107994842;luiza96@uol.com.br;2025-08-03T12:23:00
838;Henry Gabriel Castro;824.103.695-70;M;1979-04-17;1;;False;;;2025-01-04T01:48:22;lucasvasconcelos;2025-01-04T01:48:22;lucasvasconcelos;1165874678;henry77@uol.com.br;2025-07-13T10:16:25
839;Ana Clara Ferreira;367.215.980-86;F;1997-02-13;1;;True;2025-09-03T15:31:02;ravisilveira;2024-10-02T16:28:48;sophia54;2024-10-02T16:28:48;sophia54;7153803571;ana56@yahoo.com.br;2025-09-24T19:18:13
840;Sr. Diego Cunha;907.654.382-83;M;1981-06-16;1;;True;2025-07-11T14:57:04;jose-pedro87;2025-05-10T22:09:42;danielasantos;2025-05-10T22:09:42;danielasantos;556188102815;sr.80@uol.com.br;2025-06-10T11:43:49
841;Bárbara Pinto;150.824.396-42;M;1979-09-22;1;;True;2025-04-30T17:39:53;leandro89;2025-03-25T15:42:07;nascimentovitoria;2025-03-25T15:42:07;nascimentovitoria;3001884319;bárbara88@uol.com.br;2025-08-06T10:09:56
842;Gustavo Henrique Cunha;845.039.712-04;F;1968-09-20;1;;False;;;2025-07-21T15:49:24;vieirajoaquim;2025-07-21T15:49:24;vieirajoaquim;5196392732;gustavo24@bol.com.br;2025-10-13T08:08:39
843;Srta. Camila Martins;204.897.613-13;M;1996-03-22;1;;False;;;2024-08-02T03:31:44;fogacadiego;2024-08-02T03:31:44;fogacadiego;5508484098124;srta.86@hotmail.com;2025-11-01T21:21:47
844;Caio Santos;930.856.214-15;F;1984-04-21;2;;True;2025-10-09T06:30:07;isaquecampos;2025-09-19T09:00:19;eaparecida;2025-09-19T09:00:19;eaparecida;8443924715;caio74@uol.com.br;
845;Srta. Maria Isis Mendes;49.718.036/0001-02;F;1988-04-02;1;RYBS0904;True;2025-10-19T15:31:37;luiz-gustavosouza;2025-01-20T17:24:59;camararyan;2025-01-20T17:24:59;camararyan;5000465309;srta.21@uol.com.br;2025-11-11T10:57:46
846;Pedro Pimenta;872.639.054-00;F;1954-04-06;2;UMWK1134;True;2025-11-13T13:46:26;frezende;2025-10-04T13:17:40;fogacaelisa;2025-10-04T13:17:40;fogacaelisa;551101492486;pedro58@gmail.com;
847;Isabella Ferreira;261.934.580-42;M;1992-01-18;1;;False;;;2024-08-09T06:59:53;oliviarodrigues;2024-08-09T06:59:53;oliviarodrigues;3001389514;isabella17@gmail.com;2025-08-31T19:35:44
848;Leonardo Moura;239.160.574-99;F;1987-01-01;2;;False;;;2025-04-29T19:25:25;luan98;2025-04-29T19:25:25;luan98;7164400912;leonardo15@ig.com.br;2025-05-05T20:48:33
849;Dra. Melissa da Mota;76.250.918/0001-50;M;2000-05-19;2;;False;;;2024-08-13T11:12:58;fogacaagatha;2024-08-13T11:12:58;fogacaagatha;9003238698;dra.44@yahoo.com.br;
850;Arthur Gabriel Costela;364.975.210-70;M;1991-09-20;2;YHFZ8212;False;;;2025-10-13T11:10:56;mfarias;2025-10-13T11:10:56;mfarias;8400555645;arthur66@yahoo.com.br;
851;Thomas Nascimento;81.563.490/0001-36;F;1997-06-18;1;DMRV1813;True;2025-09-25T15:45:32;aurora54;2025-03-17T06:52:37;jesussamuel;2025-03-17T06:52:37;jesussamuel;8003758836;thomas79@gmail.com;2025-11-10T23:28:48
852;Otto Sampaio;18.426.375/0001-83;M;1960-03-28;1;;True;2025-09-06T18:04:29;yandrade;2025-08-17T10:26:32;qcirino;2025-08-17T10:26:32;qcirino;556125167411;otto80@gmail.com;2025-10-27T12:26:09
853;Amanda Pereira;19.256.304/0001-42;F;1988-04-30;1;;False;;;2025-06-10T00:52:38;scardoso;2025-06-10T00:52:38;scardoso;4132884064;amanda18@ig.com.br;2025-10-08T19:46:15
854;Juan Aragão;76.283.195/0001-96;M;1997-02-12;1;;True;2025-08-03T09:43:35;rodriguesapollo;2025-05-24T17:33:03;carvalhocarolina;2025-05-24T17:33:03;carvalhocarolina;4188054424;juan71@yahoo.com.br;2025-10-08T22:14:04
855;Sr. Lucas Lopes;143.792.086-13;F;1989-07-15;1;;False;;;2025-07-07T00:15:37;ramoshenry;2025-07-07T00:15:37;ramoshenry;5124426839;sr.49@hotmail.com;2025-08-02T13:28:53
856;Ian Cavalcante;48.567.903/0001-85;F;1957-06-09;1;;False;;;2025-02-19T09:45:24;heloisa77;2025-02-19T09:45:24;heloisa77;2157794113;ian27@bol.com.br;2025-07-29T08:14:59
857;Ana Vitória Rezende;837.054.196-84;M;1989-05-31;1;;False;;;2024-04-18T14:51:10;rodrigo01;2024-04-18T14:51:10;rodrigo01;5183309634;ana43@bol.com.br;2025-06-28T12:33:46
858;Igor Nascimento;791.403.658-75;M;1993-07-06;2;YMGT0145;True;2025-11-23T14:32:15;lsilva;2025-11-15T04:35:29;valentina55;2025-11-15T04:35:29;valentina55;5503163591074;igor14@ig.com.br;
859;Marina Nunes;35.018.729/0001-70;M;1975-10-13;1;;False;;;2025-02-10T08:09:19;lucas-gabrielsilveira;2025-02-10T08:09:19;lucas-gabrielsilveira;558476885163;marina24@gmail.com;2025-09-14T20:29:44
860;Sr. Yuri Cirino;517.943.082-88;O;1988-04-07;1;OLXP6800;True;2025-10-16T22:51:04;eda-mata;2024-12-31T13:59:06;isisdas-neves;2024-12-31T13:59:06;isisdas-neves;5133493096;sr.33@gmail.com;2025-09-22T12:59:16
861;Heloísa Carvalho;259.678.310-02;M;1972-03-31;1;;True;2025-08-19T00:24:15;leo84;2025-07-13T04:25:09;luara31;2025-07-13T04:25:09;luara31;8181236863;heloísa14@yahoo.com.br;2025-11-20T14:31:38
862;Ana Luiza Freitas;201.647.359-25;M;1991-12-18;1;WHCI2871;False;;;2024-05-14T02:47:20;smendonca;2024-05-14T02:47:20;smendonca;5505131393762;ana33@gmail.com;2025-08-19T08:01:59
863;Gustavo Henrique Vargas;084.192.356-60;F;1970-07-02;1;;True;2025-08-12T06:22:04;noahmachado;2024-03-01T06:17:40;hramos;2024-03-01T06:17:40;hramos;9009397407;gustavo44@gmail.com;2025-07-20T16:21:24
864;Liz Lima;046.127.398-50;F;1950-01-09;1;;False;;;2025-05-04T09:22:13;isadoragoncalves;2025-05-04T09:22:13;isadoragoncalves;1162464459;liz11@ig.com.br;2025-09-16T18:42:07
865;Ana Sophia Moura;761.342.908-31;F;1970-03-27;1;;False;;;2025-08-15T12:38:21;agatha49;2025-08-15T12:38:21;agatha49;5508448305542;ana68@gmail.com;2025-10-04T21:32:07
866;Lorena Pereira;25.146.908/0001-39;M;1966-08-12;2;QJLW6597;False;;;2025-07-07T15:23:04;pbrito;2025-07-07T15:23:04;pbrito;8185842340;lorena94@ig.com.br;
867;Isaac Costa;870.124.536-80;F;1969-09-16;1;;True;2024-11-07T16:26:06;monteirogabriel;2024-01-26T01:34:25;opeixoto;2024-01-26T01:34:25;opeixoto;5505119767095;isaac82@uol.com.br;2025-09-24T15:48:02
868;Mathias Correia;108.546.973-57;F;1962-07-28;2;;False;;;2025-04-23T20:10:20;maria-julia12;2025-04-23T20:10:20;maria-julia12;8139226846;mathias49@gmail.com;
869;João Pedro Leão;729.458.031-60;M;1966-01-01;2;;False;;;2024-06-14T17:51:37;isaacmoreira;2024-06-14T17:51:37;isaacmoreira;558418209208;joão14@yahoo.com.br;2024-09-21T12:52:37
870;Oliver Rodrigues;601.894.532-06;F;1979-11-11;2;THXI7091;False;;;2025-08-20T15:11:14;luiz-otavio19;2025-08-20T15:11:14;luiz-otavio19;4148167196;oliver82@ig.com.br;
871;Emilly Novaes;425.603.798-56;O;1985-11-20;2;;False;;;2025-07-15T06:57:54;dom52;2025-07-15T06:57:54;dom52;5508192390049;emilly11@yahoo.com.br;
872;Davi Lucca Jesus;524.076.189-20;F;1950-06-04;2;VDGF5390;False;;;2025-11-23T23:15:44;fariasenzo;2025-11-23T23:15:44;fariasenzo;553115248931;davi2@uol.com.br;
873;Lara Brito;134.089.726-13;F;1996-11-03;1;TBOK9391;True;2025-07-15T05:20:04;ana-cecilia11;2025-06-12T19:22:59;miguelpereira;2025-06-12T19:22:59;miguelpereira;7185422029;lara57@yahoo.com.br;2025-11-03T12:45:16
874;Isabela Leão;28.504.693/0001-79;F;1970-02-04;2;;False;;;2025-10-04T19:21:18;mpimenta;2025-10-04T19:21:18;mpimenta;557144475146;isabela26@ig.com.br;
875;Isis da Conceição;975.814.026-49;F;1973-06-25;1;;False;;;2025-01-17T23:07:53;ana-beatrizmendes;2025-01-17T23:07:53;ana-beatrizmendes;8464937961;isis66@uol.com.br;2025-11-02T12:19:32
876;Eloá Cunha;514.376.089-57;M;1979-10-18;2;;True;2025-11-06T13:55:03;agarcia;2025-09-23T05:25:04;oda-cunha;2025-09-23T05:25:04;oda-cunha;5508412075494;eloá12@gmail.com;
877;Ana Clara Ramos;428.719.365-28;F;1978-01-01;2;QVHV3130;True;2025-11-17T07:24:17;ecarvalho;2025-05-04T19:25:49;dmarques;2025-05-04T19:25:49;dmarques;558102085035;ana4@yahoo.com.br;
878;Mateus Costela;076.318.452-71;M;1994-06-18;2;;True;2025-10-14T13:49:46;salesdiogo;2025-10-07T13:19:02;emanuellyda-cunha;2025-10-07T13:19:02;emanuellyda-cunha;5161411750;mateus61@hotmail.com;
879;Isis Moreira;65.147.082/0001-47;F;1983-04-03;1;;False;;;2025-09-08T02:56:12;laura29;2025-09-08T02:56:12;laura29;8110378046;isis54@uol.com.br;2025-10-08T10:14:56
880;Dra. Nina Ribeiro;28.079.653/0001-27;M;1994-01-23;1;GXCR1535;True;2025-10-05T10:10:54;montenegrojosue;2025-08-27T10:39:35;santosravi;2025-08-27T10:39:35;santosravi;6198307635;dra.99@uol.com.br;2025-10-06T21:24:52
881;Yuri Borges;58.297.360/0001-87;F;1972-07-02;1;;False;;;2025-07-05T12:08:45;yago50;2025-07-05T12:08:45;yago50;5502167838332;yuri90@ig.com.br;2025-11-25T21:45:08
882;Isabel Sá;518.240.639-89;F;1987-09-15;2;KFND1536;False;;;2025-08-22T10:46:11;nunesrenan;2025-08-22T10:46:11;nunesrenan;4152041166;isabel56@uol.com.br;
883;Noah Aparecida;981.257.630-40;F;1988-06-11;1;;True;2024-09-29T02:53:07;vpastor;2024-02-05T04:50:12;voliveira;2024-02-05T04:50:12;voliveira;7120563331;noah58@yahoo.com.br;2025-10-15T21:31:11
884;Vinícius Gomes;81.346.205/0001-25;F;1983-05-15;1;EEGZ5309;False;;;2025-03-16T13:01:51;igor38;2025-03-16T13:01:51;igor38;5109055307;vinícius70@bol.com.br;2025-06-24T11:08:18
885;Zoe Nunes;276.305.418-80;F;1951-12-08;2;;False;;;2024-04-01T23:06:03;bda-rocha;2024-04-01T23:06:03;bda-rocha;554196796039;zoe47@ig.com.br;2025-01-27T12:11:29
886;Théo Oliveira;325.784.961-37;O;1964-10-28;2;;True;2025-10-19T19:51:26;siqueiraleo;2025-09-09T20:15:16;luisa29;2025-09-09T20:15:16;luisa29;7168644295;théo3@bol.com.br;
887;Dra. Rebeca Barbosa;638.497.520-38;F;1961-09-15;1;;False;;;2024-03-21T13:51:09;egomes;2024-03-21T13:51:09;egomes;2168928008;dra.11@gmail.com;2025-10-10T22:33:00
888;Emanuel Camargo;56.491.207/0001-60;;1968-05-24;1;DBLA9832;True;2024-04-16T15:44:25;carolinemendes;2024-02-24T15:15:19;agatha46;2024-02-24T15:15:19;agatha46;557113161309;emanuel32@gmail.com;2025-11-28T17:00:26
889;Ana Cecília da Paz;49.752.160/0001-86;F;1965-07-23;1;;True;2025-11-02T02:23:04;ana-ceciliada-paz;2025-07-11T07:01:52;maria-fernandafogaca;2025-07-11T07:01:52;maria-fernandafogaca;5505113654828;ana8@hotmail.com;2025-08-28T20:59:07
890;Rebeca Pastor;14.095.368/0001-95;F;1977-04-05;2;;True;2025-09-22T02:16:05;oliveirajuliana;2025-01-26T16:46:48;joao-gabrielgarcia;2025-01-26T16:46:48;joao-gabrielgarcia;5505155560498;rebeca57@ig.com.br;2025-02-26T21:27:11
891;Gabriel Novaes;123.546.870-44;M;1965-06-21;2;;False;;;2025-06-23T02:04:24;eduarda12;2025-06-23T02:04:24;eduarda12;8480605964;gabriel79@ig.com.br;
892;Cauã Costela;37.298.450/0001-12;F;2002-06-21;1;ZAZY7304;False;;;2025-03-13T21:25:18;kamillyramos;2025-03-13T21:25:18;kamillyramos;5507199286093;cauã18@gmail.com;2025-10-04T13:52:01
893;Elisa Jesus;362.051.947-16;F;1965-08-31;1;;True;2025-10-29T17:08:01;ksales;2025-09-26T03:26:33;sara67;2025-09-26T03:26:33;sara67;4174288442;elisa72@uol.com.br;2025-10-03T20:34:19
894;Benjamin Carvalho;068.124.739-87;M;1962-10-07;1;;True;2024-10-21T19:51:39;eguerra;2024-06-15T17:34:01;bpinto;2024-06-15T17:34:01;bpinto;556146180295;benjamin95@uol.com.br;2025-09-23T23:42:02
895;Danilo Fogaça;015.923.678-95;F;1977-11-27;2;JZUJ0340;False;;;2025-05-11T05:51:35;opimenta;2025-05-11T05:51:35;opimenta;3002549895;danilo34@bol.com.br;2025-06-02T19:11:13
896;Dra. Sabrina Gomes;265.713.804-71;F;1952-10-18;1;JQOQ8227;False;;;2024-07-26T00:44:17;clara17;2024-07-26T00:44:17;clara17;5172943912;dra.45@gmail.com;2025-10-31T21:49:11
897;Fernando da Mota;815.732.940-04;;1972-11-29;1;;False;;;2025-02-06T16:44:06;monteirovinicius;2025-02-06T16:44:06;monteirovinicius;2184695798;fernando80@gmail.com;2025-11-11T12:19:57
898;Isabella Alves;27.356.490/0001-10;M;1967-03-26;1;;False;;;2024-09-22T01:55:10;da-conceicaoleticia;2024-09-22T01:55:10;da-conceicaoleticia;8147072734;isabella73@yahoo.com.br;2025-06-04T12:11:46
899;Dom da Paz;594.302.761-07;F;1993-02-04;1;JMVN6808;False;;;2024-06-05T06:40:44;lucca61;2024-06-05T06:40:44;lucca61;558193396241;dom22@hotmail.com;2025-11-06T21:22:17
900;Carolina Correia;306.198.754-10;F;2007-08-03;1;YOFE6861;False;;;2025-02-08T01:47:14;dnascimento;2025-02-08T01:47:14;dnascimento;5502109296790;carolina14@hotmail.com;2025-07-23T11:17:29
901;Olivia Rios;847.025.391-32;F;1986-04-01;2;;True;2025-11-05T06:14:23;cpeixoto;2025-06-19T01:56:12;ovasconcelos;2025-06-19T01:56:12;ovasconcelos;7183625720;olivia95@uol.com.br;
902;Eloah da Paz;439.802.651-70;M;1962-04-07;1;;True;2025-08-26T04:30:16;maria-vitoriacastro;2025-06-30T15:55:33;rael15;2025-06-30T15:55:33;rael15;5504175676019;eloah45@yahoo.com.br;2025-07-26T19:12:29
903;Dra. Ana Lívia Monteiro;762.809.341-87;;2004-10-25;2;;True;2025-11-28T08:39:07;sarah48;2025-11-16T16:44:04;maria-liznovaes;2025-11-16T16:44:04;maria-liznovaes;8102298622;dra.14@ig.com.br;
904;Luiz Otávio Peixoto;851.403.697-10;M;1996-07-23;1;;True;2025-09-06T09:25:38;xcostela;2025-04-26T02:01:14;pastorpedro-miguel;2025-04-26T02:01:14;pastorpedro-miguel;8000638892;luiz46@uol.com.br;2025-09-18T17:32:14
905;Vitor Cavalcanti;021.498.635-70;F;1997-10-19;2;;False;;;2025-09-03T19:46:14;nogueiraluiz-otavio;2025-09-03T19:46:14;nogueiraluiz-otavio;8004628016;vitor31@yahoo.com.br;
906;Eduardo Camargo;732.148.965-55;F;1965-02-05;1;;False;;;2025-03-21T18:00:38;emanuella60;2025-03-21T18:00:38;emanuella60;7129541693;eduardo64@gmail.com;2025-11-09T22:03:39
907;Isabella das Neves;580.342.769-10;M;1956-07-24;2;;False;;;2024-10-02T04:43:19;ravicampos;2024-10-02T04:43:19;ravicampos;1107544324;isabella70@ig.com.br;
908;Luiz Miguel Cavalcanti;472.863.910-03;M;1986-05-15;1;;True;2025-10-18T22:39:38;costamiguel;2024-09-23T23:35:14;carlos-eduardo77;2024-09-23T23:35:14;carlos-eduardo77;4118602329;luiz7@ig.com.br;2025-07-12T16:33:12
909;Breno Rios;854.132.079-05;M;1960-02-18;1;;False;;;2025-08-07T06:07:15;enzo-gabriel38;2025-08-07T06:07:15;enzo-gabriel38;5502163418168;breno63@gmail.com;2025-11-11T11:38:22
910;Evelyn Araújo;803.791.642-13;M;1976-06-15;1;;True;2024-10-05T21:32:17;maria-alice50;2024-06-14T20:25:23;cardosonatalia;2024-06-14T20:25:23;cardosonatalia;552167464813;evelyn28@uol.com.br;2025-07-27T12:41:00
911;Otto Martins;562.709.841-49;O;1989-12-11;2;;True;2025-11-25T17:44:35;araujoluisa;2025-11-13T16:06:25;julia14;2025-11-13T16:06:25;julia14;553120169592;otto66@yahoo.com.br;
912;Allana da Rosa;086.917.354-57;F;1967-01-07;1;;False;;;2024-09-22T15:10:04;sampaioalice;2024-09-22T15:10:04;sampaioalice;4158737396;allana32@ig.com.br;2025-10-23T11:03:53
913;Sr. Luigi Cavalcanti;478.925.163-28;M;1965-10-22;1;KAVY2809;False;;;2025-04-29T06:26:33;maria-luiza45;2025-04-29T06:26:33;maria-luiza45;552190703808;sr.1@gmail.com;2025-08-11T19:45:04
914;Sra. Maya Cardoso;081.764.593-48;M;1998-01-16;1;;True;2025-08-18T02:54:16;oda-cruz;2025-07-09T14:01:21;jose-miguelsiqueira;2025-07-09T14:01:21;jose-miguelsiqueira;557124832529;sra.60@gmail.com;2025-11-07T14:36:00
915;Carlos Eduardo Rocha;908.671.254-11;M;1956-03-05;1;;False;;;2024-11-30T05:56:37;bellapereira;2024-11-30T05:56:37;bellapereira;5508420202849;carlos62@yahoo.com.br;2025-07-22T17:45:15
916;Ana Beatriz Monteiro;24.917.608/0001-43;;1990-05-25;1;;True;2025-10-19T02:08:30;fernanda67;2025-06-01T16:01:19;lucasda-cruz;2025-06-01T16:01:19;lucasda-cruz;8002388893;ana93@uol.com.br;2025-10-13T20:19:11
